Time,Instantaneous Solar energy Generation(kWh),Instantaneous Solar Usage (kWh),Instantaneous User Consumption (kWh),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU rates (INR),Predicted TOU rates (1 hour ahead),Cumulative Energy Consumption,Predicted Solar Generation (kWh),Optimal Solar Usage (kWh),Optimal Grid Usage (kWh),Instantaneous Full Grid Cost (INR),Instantaneous Actual Cost (INR),Instantaneous Savings (INR),Cumulative Savings (INR),Cumulative Bill (INR),Cumulative Energy Saved (kWh),Trees Saved,Battery Level (kWh)
2/12/2024 12:29,-0.1,0,,,,,,24.41011236,19.29775281,222.06,-0.1,0.51,0,12.4491573,0,12.4491573,3694.96236,1301.991292,170.77,6.369721,34.04288889
2/12/2024 12:30,0.5,0.5,0.5,0.363,0.294,0.034,0.232,24.41011236,19.29775281,222.56,0.5,0.5,0,12.20505618,0,12.20505618,3707.167416,1301.991292,171.27,6.388371,34.04288889
2/12/2024 12:32,0.5,0.5,0.5,0.31,0.155,0.326,0.021,24.41011236,19.29775281,223.06,0.5,0.5,0,12.20505618,0,12.20505618,3719.372472,1301.991292,171.77,6.407021,34.04288889
2/12/2024 12:33,0.5,0.216,0.51,0.025,0.085,0.098,0.008,24.41011236,19.29775281,223.57,0.5,0.51,0,12.4491573,0,12.4491573,3731.821629,1301.991292,172.28,6.426044,34.03177778
2/12/2024 12:36,-0.1,0,,,,,,24.41011236,19.29775281,223.57,-0.1,0.51,0,12.4491573,0,12.4491573,3744.270787,1301.991292,172.79,6.445067,33.46511111
2/12/2024 12:38,0.5,0.5,0.51,0.27,0.267,0.078,0.059,24.41011236,19.29775281,224.08,0.5,0.51,0,12.4491573,0,12.4491573,3756.719944,1301.991292,173.3,6.46409,33.454
2/12/2024 12:39,0.5,0.242,0.5,0.076,0.022,0.114,0.03,24.41011236,19.29775281,224.58,0.5,0.5,0,12.20505618,0,12.20505618,3768.925,1301.991292,173.8,6.48274,33.454
2/12/2024 12:42,-0.1,0,,,,,,24.41011236,19.29775281,224.58,-0.1,0.5,0,12.20505618,0,12.20505618,3781.130056,1301.991292,174.3,6.50139,32.89844444
2/12/2024 12:44,0.5,0.463,0.51,0.026,0.152,0.276,0.009,24.41011236,19.29775281,225.09,0.5,0.51,0,12.4491573,0,12.4491573,3793.579214,1301.991292,174.81,6.520413,32.88733333
2/12/2024 12:45,-0.1,0,,,,,,24.41011236,19.29775281,225.09,-0.1,0.51,0,12.4491573,0,12.4491573,3806.028371,1301.991292,175.32,6.539436,32.32066667
2/12/2024 12:47,0.5,0.314,0.5,0.012,0.197,0.065,0.04,19.29775281,19.29775281,225.59,0.5,0.5,0,9.648876405,0,9.648876405,3815.677247,1301.991292,175.82,6.558086,32.32066667
2/12/2024 12:48,0.5,0.5,0.5,0.284,0.168,0,0.153,19.29775281,19.29775281,226.09,0.5,0.5,0,9.648876405,0,9.648876405,3825.326124,1301.991292,176.32,6.576736,32.32066667
2/12/2024 12:50,0.5,0.47,0.51,0.093,0.041,0.124,0.212,19.29775281,19.29775281,226.6,0.5,0.51,0,9.841853933,0,9.841853933,3835.167978,1301.991292,176.83,6.595759,32.30955556
2/12/2024 12:53,0.5,0.248,0.51,0.058,0.014,0.144,0.032,19.29775281,19.29775281,227.11,0.5,0.51,0,9.841853933,0,9.841853933,3845.009832,1301.991292,177.34,6.614782,32.29844444
2/12/2024 12:55,-0.1,0,,,,,,19.29775281,19.29775281,227.11,-0.1,0.51,0,9.841853933,0,9.841853933,3854.851685,1301.991292,177.85,6.633805,31.73177778
2/12/2024 12:56,0.5,0.5,0.5,0.301,0.091,0.461,0.306,19.29775281,19.29775281,227.61,0.5,0.5,0,9.648876405,0,9.648876405,3864.500562,1301.991292,178.35,6.652455,31.73177778
2/12/2024 12:58,0.5,0.5,0.51,0.115,0.078,0.301,0.011,19.29775281,19.29775281,228.12,0.5,0.51,0,9.841853933,0,9.841853933,3874.342416,1301.991292,178.86,6.671478,31.72066667
2/12/2024 12:59,0.5,0.5,0.52,0.205,0.297,0.028,0.069,19.29775281,19.29775281,228.64,0.5,0.52,0,10.03483146,0,10.03483146,3884.377247,1301.991292,179.38,6.690874,31.69844444
2/12/2024 13:00,0.5,0.382,0.51,0.04,0.156,0.169,0.017,19.29775281,19.29775281,229.15,0.5,0.51,0,9.841853933,0,9.841853933,3894.219101,1301.991292,179.89,6.709897,31.68733333
2/12/2024 13:01,0.5,0.256,0.51,0.02,0.013,0.031,0.192,19.29775281,19.29775281,229.66,0.5,0.51,0,9.841853933,0,9.841853933,3904.060955,1301.991292,180.4,6.72892,31.67622222
2/12/2024 13:05,0.5,0.329,0.5,0.21,0.054,0.021,0.044,19.29775281,19.29775281,230.16,0.5,0.5,0,9.648876405,0,9.648876405,3913.709832,1301.991292,180.9,6.74757,31.67622222
2/12/2024 13:06,0.5,0.5,0.51,0.092,0.086,0.274,0.094,19.29775281,19.29775281,230.67,0.5,0.51,0,9.841853933,0,9.841853933,3923.551685,1301.991292,181.41,6.766593,31.66511111
2/12/2024 13:08,0.5,0.5,0.51,0.116,0.014,0.262,0.401,19.29775281,19.29775281,231.18,0.5,0.51,0,9.841853933,0,9.841853933,3933.393539,1301.991292,181.92,6.785616,31.654
2/12/2024 13:09,0.6,0.153,0.51,0.079,0.036,0.035,0.003,19.29775281,19.29775281,231.69,0.6,0.51,0,9.841853933,0,9.841853933,3943.235393,1301.991292,182.43,6.804639,31.735
2/12/2024 13:10,0.6,0.6,0.51,0.132,0.047,0.106,0.327,19.29775281,19.29775281,232.2,0.6,0.51,0,9.841853933,0,9.841853933,3953.077247,1301.991292,182.94,6.823662,31.816
2/12/2024 13:12,0.6,0.6,0.49,0.153,0.128,0.128,0.423,19.29775281,19.29775281,232.69,0.6,0.49,0,9.455898877,0,9.455898877,3962.533146,1301.991292,183.43,6.841939,31.915
2/12/2024 13:13,0.6,0.6,0.49,0.1,0.226,0.293,0.045,19.29775281,19.29775281,233.18,0.6,0.49,0,9.455898877,0,9.455898877,3971.989045,1301.991292,183.92,6.860216,32.014
2/12/2024 13:14,0.6,0.347,0.51,0.158,0.031,0.136,0.022,19.29775281,19.29775281,233.69,0.6,0.51,0,9.841853933,0,9.841853933,3981.830899,1301.991292,184.43,6.879239,32.095
2/12/2024 13:15,0.6,0.571,0.51,0.049,0.317,0.161,0.044,19.29775281,19.29775281,234.2,0.6,0.51,0,9.841853933,0,9.841853933,3991.672753,1301.991292,184.94,6.898262,32.176
2/12/2024 13:20,0.6,0.385,0.47,0.192,0.014,0.119,0.06,19.29775281,19.29775281,234.67,0.6,0.47,0,9.069943821,0,9.069943821,4000.742697,1301.991292,185.41,6.915793,32.293
2/12/2024 13:21,0.6,0.587,0.47,0.167,0.355,0.054,0.011,19.29775281,19.29775281,235.14,0.6,0.47,0,9.069943821,0,9.069943821,4009.812641,1301.991292,185.88,6.933324,32.41
2/12/2024 13:22,0.6,0.529,0.47,0.13,0.111,0.202,0.086,19.29775281,19.29775281,235.61,0.6,0.47,0,9.069943821,0,9.069943821,4018.882584,1301.991292,186.35,6.950855,32.527
2/12/2024 13:26,0.6,0.308,0.48,0.031,0.193,0.065,0.019,19.29775281,19.29775281,236.09,0.6,0.48,0,9.262921349,0,9.262921349,4028.145506,1301.991292,186.83,6.968759,32.635
2/12/2024 13:27,-0.1,0,,,,,,19.29775281,19.29775281,236.09,-0.1,0.48,0,9.262921349,0,9.262921349,4037.408427,1301.991292,187.31,6.986663,32.10166667
2/12/2024 13:29,-0.1,0,,,,,,19.29775281,19.29775281,236.09,-0.1,0.48,0,9.262921349,0,9.262921349,4046.671348,1301.991292,187.79,7.004567,31.56833333
2/12/2024 13:30,0.6,0.202,0.48,0.08,0.074,0.002,0.046,19.29775281,19.29775281,236.57,0.6,0.48,0,9.262921349,0,9.262921349,4055.93427,1301.991292,188.27,7.022471,31.67633333
2/12/2024 13:32,0.6,0.452,0.49,0.083,0.158,0.122,0.089,19.29775281,19.29775281,237.06,0.6,0.49,0,9.455898877,0,9.455898877,4065.390169,1301.991292,188.76,7.040748,31.77533333
2/12/2024 13:33,0.6,0.328,0.48,0.034,0.169,0.083,0.042,19.29775281,19.29775281,237.54,0.6,0.48,0,9.262921349,0,9.262921349,4074.65309,1301.991292,189.24,7.058652,31.88333333
2/12/2024 13:34,-0.1,0,,,,,,19.29775281,19.29775281,237.54,-0.1,0.48,0,9.262921349,0,9.262921349,4083.916011,1301.991292,189.72,7.076556,31.35
2/12/2024 13:37,0.6,0.564,0.47,0.033,0.063,0.166,0.302,19.29775281,19.29775281,238.01,0.6,0.47,0,9.069943821,0,9.069943821,4092.985955,1301.991292,190.19,7.094087,31.467
2/12/2024 13:39,0.6,0.515,0.48,0.112,0.243,0.067,0.093,19.29775281,19.29775281,238.49,0.6,0.48,0,9.262921349,0,9.262921349,4102.248877,1301.991292,190.67,7.111991,31.575
2/12/2024 13:40,0.6,0.427,0.49,0.009,0.233,0.106,0.079,19.29775281,19.29775281,238.98,0.6,0.49,0,9.455898877,0,9.455898877,4111.704775,1301.991292,191.16,7.130268,31.674
2/12/2024 13:41,0.6,0.6,0.49,0.201,0.11,0.198,0.255,19.29775281,19.29775281,239.47,0.6,0.49,0,9.455898877,0,9.455898877,4121.160674,1301.991292,191.65,7.148545,31.773
2/12/2024 13:42,0.6,0.581,0.48,0.24,0.122,0.173,0.046,19.29775281,19.29775281,239.95,0.6,0.48,0,9.262921349,0,9.262921349,4130.423596,1301.991292,192.13,7.166449,31.881
2/12/2024 13:46,0.6,0.386,0.48,0.105,0.023,0.068,0.19,19.29775281,19.29775281,240.43,0.6,0.48,0,9.262921349,0,9.262921349,4139.686517,1301.991292,192.61,7.184353,31.989
2/12/2024 13:47,0.6,0.371,0.49,0.051,0.209,0.056,0.055,19.29775281,19.29775281,240.92,0.6,0.49,0,9.455898877,0,9.455898877,4149.142416,1301.991292,193.1,7.20263,32.088
2/12/2024 13:49,0.6,0.368,0.49,0.125,0.075,0.12,0.048,19.29775281,19.29775281,241.41,0.6,0.49,0,9.455898877,0,9.455898877,4158.598315,1301.991292,193.59,7.220907,32.187
2/12/2024 13:50,0.6,0.339,0.5,0.099,0.065,0.078,0.097,19.29775281,19.29775281,241.91,0.6,0.5,0,9.648876405,0,9.648876405,4168.247191,1301.991292,194.09,7.239557,32.277
2/12/2024 13:51,0.6,0.282,0.48,0.133,0.05,0.028,0.071,19.29775281,19.29775281,242.39,0.6,0.48,0,9.262921349,0,9.262921349,4177.510112,1301.991292,194.57,7.257461,32.385
2/12/2024 13:55,-0.1,0,,,,,,19.29775281,19.29775281,242.39,-0.1,0.48,0,9.262921349,0,9.262921349,4186.773034,1301.991292,195.05,7.275365,31.85166667
2/12/2024 13:56,0.7,0.371,0.48,0.161,0.083,0.111,0.016,19.29775281,19.29775281,242.87,0.7,0.48,0,9.262921349,0,9.262921349,4196.035955,1301.991292,195.53,7.293269,32.04966667
2/12/2024 13:58,0.7,0.272,0.49,0.142,0.049,0.007,0.074,19.29775281,19.29775281,243.36,0.7,0.49,0,9.455898877,0,9.455898877,4205.491854,1301.991292,196.02,7.311546,32.23866667
2/12/2024 14:00,0.7,0.329,0.53,0.262,0.018,0.045,0.004,19.29775281,19.29775281,243.89,0.7,0.53,0,10.22780899,0,10.22780899,4215.719663,1301.991292,196.55,7.331315,32.39166667
2/12/2024 14:02,0.7,0.661,0.53,0.223,0.256,0.091,0.091,19.29775281,19.29775281,244.42,0.7,0.53,0,10.22780899,0,10.22780899,4225.947472,1301.991292,197.08,7.351084,32.54466667
2/12/2024 14:03,0.7,0.7,0.53,0.112,0.284,0.161,0.163,19.29775281,19.29775281,244.95,0.7,0.53,0,10.22780899,0,10.22780899,4236.175281,1301.991292,197.61,7.370853,32.69766667
2/12/2024 14:05,-0.1,0,,,,,,19.29775281,19.29775281,244.95,-0.1,0.53,0,10.22780899,0,10.22780899,4246.40309,1301.991292,198.14,7.390622,32.10877778
2/12/2024 14:06,0.7,0.7,0.52,0.2,0.111,0.446,0.068,19.29775281,19.29775281,245.47,0.7,0.52,0,10.03483146,0,10.03483146,4256.437921,1301.991292,198.66,7.410018,32.27077778
2/12/2024 14:09,0.7,0.182,0.52,0.074,0.011,0.008,0.089,19.29775281,19.29775281,245.99,0.7,0.52,0,10.03483146,0,10.03483146,4266.472753,1301.991292,199.18,7.429414,32.43277778
2/12/2024 14:10,0.7,0.668,0.52,0.039,0.021,0.361,0.247,19.29775281,19.29775281,246.51,0.7,0.52,0,10.03483146,0,10.03483146,4276.507584,1301.991292,199.7,7.44881,32.59477778
2/12/2024 14:12,0.7,0.318,0.53,0.105,0.003,0.155,0.055,19.29775281,19.29775281,247.04,0.7,0.53,0,10.22780899,0,10.22780899,4286.735393,1301.991292,200.23,7.468579,32.74777778
2/12/2024 14:13,0.7,0.539,0.53,0.147,0.011,0.049,0.332,19.29775281,19.29775281,247.57,0.7,0.53,0,10.22780899,0,10.22780899,4296.963202,1301.991292,200.76,7.488348,32.90077778
2/12/2024 14:14,-0.1,0,,,,,,19.29775281,19.29775281,247.57,-0.1,0.53,0,10.22780899,0,10.22780899,4307.191011,1301.991292,201.29,7.508117,32.31188889
2/12/2024 14:18,0.7,0.211,0.52,0.138,0.008,0.035,0.03,19.29775281,19.29775281,248.09,0.7,0.52,0,10.03483146,0,10.03483146,4317.225843,1301.991292,201.81,7.527513,32.47388889
2/12/2024 14:19,0.7,0.219,0.53,0.037,0.117,0.043,0.022,19.29775281,19.29775281,248.62,0.7,0.53,0,10.22780899,0,10.22780899,4327.453652,1301.991292,202.34,7.547282,32.62688889
2/12/2024 14:20,0.7,0.538,0.53,0.017,0.218,0.179,0.124,19.29775281,19.29775281,249.15,0.7,0.53,0,10.22780899,0,10.22780899,4337.681461,1301.991292,202.87,7.567051,32.77988889
2/12/2024 14:24,0.7,0.315,0.53,0.012,0.046,0.167,0.09,19.29775281,19.29775281,249.68,0.7,0.53,0,10.22780899,0,10.22780899,4347.90927,1301.991292,203.4,7.58682,32.93288889
2/12/2024 14:25,0.7,0.495,0.52,0.043,0.093,0.301,0.058,19.29775281,19.29775281,250.2,0.7,0.52,0,10.03483146,0,10.03483146,4357.944101,1301.991292,203.92,7.606216,33.09488889
2/12/2024 14:27,0.7,0.63,0.53,0.105,0.001,0.269,0.255,19.29775281,19.29775281,250.73,0.7,0.53,0,10.22780899,0,10.22780899,4368.17191,1301.991292,204.45,7.625985,33.24788889
2/12/2024 14:28,0.7,0.177,0.52,0.059,0.059,0.041,0.018,19.29775281,19.29775281,251.25,0.7,0.52,0,10.03483146,0,10.03483146,4378.206742,1301.991292,204.97,7.645381,33.40988889
2/12/2024 14:30,0.7,0.7,0.53,0.173,0.076,0.384,0.184,19.29775281,19.29775281,251.78,0.7,0.53,0,10.22780899,0,10.22780899,4388.434551,1301.991292,205.5,7.66515,33.56288889
2/12/2024 14:33,-0.1,0,,,,,,19.29775281,19.29775281,251.78,-0.1,0.53,0,10.22780899,0,10.22780899,4398.66236,1301.991292,206.03,7.684919,32.974
2/12/2024 14:34,-0.1,0,,,,,,19.29775281,19.29775281,251.78,-0.1,0.53,0,10.22780899,0,10.22780899,4408.890169,1301.991292,206.56,7.704688,32.38511111
2/12/2024 14:36,0.7,0.52,0.52,0.142,0.115,0.097,0.166,19.29775281,19.29775281,252.3,0.7,0.52,0,10.03483146,0,10.03483146,4418.925,1301.991292,207.08,7.724084,32.54711111
2/12/2024 14:37,0.7,0.503,0.51,0.025,0.108,0.12,0.25,19.29775281,19.29775281,252.81,0.7,0.51,0,9.841853933,0,9.841853933,4428.766854,1301.991292,207.59,7.743107,32.71811111
2/12/2024 14:38,0.7,0.7,0.52,0.073,0.434,0.208,0.052,19.29775281,19.29775281,253.33,0.7,0.52,0,10.03483146,0,10.03483146,4438.801686,1301.991292,208.11,7.762503,32.88011111
2/12/2024 14:39,0.7,0.318,0.52,0.042,0.033,0.087,0.156,19.29775281,19.29775281,253.85,0.7,0.52,0,10.03483146,0,10.03483146,4448.836517,1301.991292,208.63,7.781899,33.04211111
2/12/2024 14:40,0.7,0.512,0.52,0.158,0.204,0.112,0.038,19.29775281,19.29775281,254.37,0.7,0.52,0,10.03483146,0,10.03483146,4458.871348,1301.991292,209.15,7.801295,33.20411111
2/12/2024 14:44,0.8,0.606,0.52,0.331,0.205,0.063,0.007,19.29775281,10,254.89,0.8,0.52,0,10.03483146,0,10.03483146,4468.90618,1301.991292,209.67,7.820691,33.45611111
2/12/2024 14:46,-0.1,0,,,,,,19.29775281,10,254.89,-0.1,0.52,0,10.03483146,0,10.03483146,4478.941011,1301.991292,210.19,7.840087,32.87833333
2/12/2024 14:47,-0.1,0,,,,,,19.29775281,10,254.89,-0.1,0.52,0,10.03483146,0,10.03483146,4488.975843,1301.991292,210.71,7.859483,32.30055556
2/12/2024 14:48,0.8,0.497,0.51,0.321,0.007,0.148,0.021,19.29775281,10,255.4,0.8,0.51,0,9.841853933,0,9.841853933,4498.817697,1301.991292,211.22,7.878506,32.56155556
2/12/2024 14:50,0.8,0.216,0.52,0.06,0.043,0.078,0.035,19.29775281,10,255.92,0.8,0.52,0,10.03483146,0,10.03483146,4508.852528,1301.991292,211.74,7.897902,32.81355556
2/12/2024 14:51,-0.1,0,,,,,,19.29775281,10,255.92,-0.1,0.52,0,10.03483146,0,10.03483146,4518.88736,1301.991292,212.26,7.917298,32.23577778
2/12/2024 14:53,-0.1,0,,,,,,19.29775281,10,255.92,-0.1,0.52,0,10.03483146,0,10.03483146,4528.922191,1301.991292,212.78,7.936694,31.658
2/12/2024 14:55,0.8,0.615,0.52,0.092,0.041,0.143,0.339,19.29775281,10,256.44,0.8,0.52,0,10.03483146,0,10.03483146,4538.957023,1301.991292,213.3,7.95609,31.91
2/12/2024 14:56,0.8,0.554,0.51,0.3,0.07,0.132,0.052,19.29775281,10,256.95,0.8,0.51,0,9.841853933,0,9.841853933,4548.798877,1301.991292,213.81,7.975113,32.171
2/12/2024 14:58,0.8,0.8,0.51,0.188,0.112,0.351,0.182,19.29775281,10,257.46,0.8,0.51,0,9.841853933,0,9.841853933,4558.64073,1301.991292,214.32,7.994136,32.432
2/12/2024 15:00,0.8,0.528,0.52,0.034,0.196,0.017,0.281,19.29775281,10,257.98,0.8,0.52,0,10.03483146,0,10.03483146,4568.675562,1301.991292,214.84,8.013532,32.684
2/12/2024 15:01,-0.1,0,,,,,,10,10,257.98,-0.1,0,0.52,5.2,5.2,0,4568.675562,1307.191292,214.84,8.013532,32.684
2/12/2024 15:03,0.8,0.8,0.51,0.271,0.014,0.265,0.38,10,10,258.49,0.8,0.51,0,5.1,0,5.1,4573.775562,1307.191292,215.35,8.032555,32.945
2/12/2024 15:04,0.8,0.467,0.52,0.133,0.025,0.281,0.028,10,10,259.01,0.8,0.52,0,5.2,0,5.2,4578.975562,1307.191292,215.87,8.051951,33.197
2/12/2024 15:05,0.8,0.351,0.48,0.127,0.114,0.072,0.038,10,10,259.49,0.8,0.48,0,4.8,0,4.8,4583.775562,1307.191292,216.35,8.069855,33.485
2/12/2024 15:06,0.8,0.482,0.48,0.039,0.278,0.14,0.025,10,10,259.97,0.8,0.48,0,4.8,0,4.8,4588.575562,1307.191292,216.83,8.087759,33.773
2/12/2024 15:10,0.8,0.384,0.47,0.078,0.246,0.011,0.049,10,10,260.44,0.8,0.47,0,4.7,0,4.7,4593.275562,1307.191292,217.3,8.10529,34.07
2/12/2024 15:11,0.8,0.38,0.46,0.102,0.028,0.212,0.038,10,10,260.9,0.8,0.46,0,4.6,0,4.6,4597.875562,1307.191292,217.76,8.122448,34.376
2/12/2024 15:12,0.8,0.512,0.49,0.015,0.293,0.088,0.116,10,10,261.39,0.8,0.49,0,4.9,0,4.9,4602.775562,1307.191292,218.25,8.140725,34.655
2/12/2024 15:16,-0.1,0,,,,,,10,10,261.39,-0.1,0,0.49,4.9,4.9,0,4602.775562,1312.091292,218.25,8.140725,34.655
2/12/2024 15:17,0.8,0.523,0.47,0.038,0.319,0.009,0.157,10,10,261.86,0.8,0.47,0,4.7,0,4.7,4607.475562,1312.091292,218.72,8.158256,34.952
2/12/2024 15:20,0.8,0.295,0.48,0.081,0.099,0.058,0.057,10,10,262.34,0.8,0.48,0,4.8,0,4.8,4612.275562,1312.091292,219.2,8.17616,35.24
2/12/2024 15:21,0.8,0.508,0.48,0.002,0.268,0.202,0.036,10,10,262.82,0.8,0.48,0,4.8,0,4.8,4617.075562,1312.091292,219.68,8.194064,35.528
2/12/2024 15:22,0.8,0.408,0.48,0.126,0.075,0.101,0.106,10,10,263.3,0.8,0.48,0,4.8,0,4.8,4621.875562,1312.091292,220.16,8.211968,35.816
2/12/2024 15:23,0.8,0.383,0.47,0.144,0.071,0.094,0.074,10,10,263.77,0.8,0.47,0,4.7,0,4.7,4626.575562,1312.091292,220.63,8.229499,36.113
2/12/2024 15:25,0.8,0.3,0.49,0.216,0.006,0.053,0.025,10,10,264.26,0.8,0.49,0,4.9,0,4.9,4631.475562,1312.091292,221.12,8.247776,36.392
2/12/2024 15:28,-0.1,0,,,,,,10,10,264.26,-0.1,0,0.49,4.9,4.9,0,4631.475562,1316.991292,221.12,8.247776,36.392
2/12/2024 15:30,0.8,0.734,0.48,0.037,0.366,0.243,0.088,10,10,264.74,0.8,0.48,0,4.8,0,4.8,4636.275562,1316.991292,221.6,8.26568,36.68
2/12/2024 15:31,0.8,0.273,0.48,0.068,0.07,0.01,0.125,10,10,265.22,0.8,0.48,0,4.8,0,4.8,4641.075562,1316.991292,222.08,8.283584,36.968
2/12/2024 15:34,0.9,0.668,0.48,0.394,0.254,0.016,0.004,10,10,265.7,0.9,0.48,0,4.8,0,4.8,4645.875562,1316.991292,222.56,8.301488,37.346
2/12/2024 15:35,0.9,0.328,0.49,0.132,0.024,0.038,0.134,10,10,266.19,0.9,0.49,0,4.9,0,4.9,4650.775562,1316.991292,223.05,8.319765,37.715
2/12/2024 15:36,0.9,0.417,0.48,0.07,0.124,0.091,0.132,10,10,266.67,0.9,0.48,0,4.8,0,4.8,4655.575562,1316.991292,223.53,8.337669,38.093
2/12/2024 15:40,0.9,0.452,0.47,0.285,0.101,0.031,0.035,10,10,267.14,0.9,0.47,0,4.7,0,4.7,4660.275562,1316.991292,224,8.3552,38.48
2/12/2024 15:41,0.9,0.28,0.49,0.028,0.241,0.004,0.007,10,10,267.63,0.9,0.49,0,4.9,0,4.9,4665.175562,1316.991292,224.49,8.373477,38.849
2/12/2024 15:43,0.9,0.48,0.48,0.071,0.107,0.182,0.12,10,10,268.11,0.9,0.48,0,4.8,0,4.8,4669.975562,1316.991292,224.97,8.391381,39.227
2/12/2024 15:44,0.9,0.701,0.5,0.371,0.005,0.065,0.26,10,10,268.61,0.9,0.5,0,5,0,5,4674.975562,1316.991292,225.47,8.410031,39.587
2/12/2024 15:46,0.9,0.79,0.5,0.252,0.057,0.117,0.364,10,10,269.11,0.9,0.5,0,5,0,5,4679.975562,1316.991292,225.97,8.428681,39.947
2/12/2024 15:48,-0.1,0,,,,,,10,10,269.11,-0.1,0,0.5,5,5,0,4679.975562,1321.991292,225.97,8.428681,39.947
2/12/2024 15:50,0.9,0.549,0.5,0.209,0.054,0.145,0.141,10,10,269.61,0.9,0.5,0,5,0,5,4684.975562,1321.991292,226.47,8.447331,40.307
2/12/2024 15:51,-0.1,0,,,,,,10,10,269.61,-0.1,0,0.5,5,5,0,4684.975562,1326.991292,226.47,8.447331,40.307
2/12/2024 15:53,-0.1,0,,,,,,10,10,269.61,-0.1,0,0.5,5,5,0,4684.975562,1331.991292,226.47,8.447331,40.307
2/12/2024 15:55,-0.1,0,,,,,,10,10,269.61,-0.1,0,0.5,5,5,0,4684.975562,1336.991292,226.47,8.447331,40.307
2/12/2024 15:57,0.9,0.3,0.5,0.185,0.008,0.046,0.061,10,10,270.11,0.9,0.5,0,5,0,5,4689.975562,1336.991292,226.97,8.465981,40.667
2/12/2024 15:58,0.9,0.682,0.5,0.223,0.352,0.091,0.016,10,10,270.61,0.9,0.5,0,5,0,5,4694.975562,1336.991292,227.47,8.484631,41.027
2/12/2024 16:00,0.9,0.579,0.49,0.17,0.003,0.333,0.073,10,10,271.1,0.9,0.49,0,4.9,0,4.9,4699.875562,1336.991292,227.96,8.502908,41.396
2/12/2024 16:01,0.9,0.576,0.5,0.1,0.211,0.066,0.199,10,10,271.6,0.9,0.5,0,5,0,5,4704.875562,1336.991292,228.46,8.521558,41.756
2/12/2024 16:02,0.9,0.506,0.49,0.259,0.12,0.091,0.036,10,10,272.09,0.9,0.49,0,4.9,0,4.9,4709.775562,1336.991292,228.95,8.539835,42.125
2/12/2024 16:06,-0.1,0,,,,,,10,10,272.09,-0.1,0,0.49,4.9,4.9,0,4709.775562,1341.891292,228.95,8.539835,42.125
2/12/2024 16:07,-0.1,0,,,,,,10,10,272.09,-0.1,0,0.49,4.9,4.9,0,4709.775562,1346.791292,228.95,8.539835,42.125
2/12/2024 16:09,0.9,0.9,0.97,0.012,0.254,0.216,0.461,10,10,273.06,0.9,0.9,0.07,9.7,0.7,9,4718.775562,1347.491292,229.85,8.573405,42.125
2/12/2024 16:12,0.9,0.424,0.52,0.01,0.163,0.115,0.136,10,10,273.58,0.9,0.52,0,5.2,0,5.2,4723.975562,1347.491292,230.37,8.592801,42.467
2/12/2024 16:13,0.9,0.235,0.52,0.055,0.027,0.152,0.001,10,10,274.1,0.9,0.52,0,5.2,0,5.2,4729.175562,1347.491292,230.89,8.612197,42.809
2/12/2024 16:14,0.9,0.387,0.52,0.077,0.033,0.092,0.185,10,10,274.62,0.9,0.52,0,5.2,0,5.2,4734.375562,1347.491292,231.41,8.631593,43.151
2/12/2024 16:17,-0.1,0,,,,,,10,10,274.62,-0.1,0,0.52,5.2,5.2,0,4734.375562,1352.691292,231.41,8.631593,43.151
2/12/2024 16:18,1,1,0.97,0.737,0.409,0.416,0.394,10,10,275.59,1,0.97,0,9.7,0,9.7,4744.075562,1352.691292,232.38,8.667774,43.178
2/12/2024 16:21,1,0.752,0.53,0.03,0.366,0.066,0.29,10,10,276.12,1,0.53,0,5.3,0,5.3,4749.375562,1352.691292,232.91,8.687543,43.601
2/12/2024 16:24,1,0.953,0.84,0.027,0.237,0.507,0.182,10,10,276.96,1,0.84,0,8.4,0,8.4,4757.775562,1352.691292,233.75,8.718875,43.745
2/12/2024 16:25,1,0.572,0.52,0.007,0.073,0.138,0.354,10,10,277.48,1,0.52,0,5.2,0,5.2,4762.975562,1352.691292,234.27,8.738271,44.177
2/12/2024 16:27,-0.1,0,,,,,,10,10,277.48,-0.1,0,0.52,5.2,5.2,0,4762.975562,1357.891292,234.27,8.738271,44.177
2/12/2024 16:28,1,0.748,0.51,0.047,0.207,0.473,0.021,10,10,277.99,1,0.51,0,5.1,0,5.1,4768.075562,1357.891292,234.78,8.757294,44.618
2/12/2024 16:29,-0.1,0,,,,,,10,10,277.99,-0.1,0,0.51,5.1,5.1,0,4768.075562,1362.991292,234.78,8.757294,44.618
2/12/2024 16:32,1,0.48,0.53,0.059,0.21,0.179,0.032,10,10,278.52,1,0.53,0,5.3,0,5.3,4773.375562,1362.991292,235.31,8.777063,45.041
2/12/2024 16:34,1,0.49,1,0.234,0.006,0.235,0.015,10,10,279.52,1,1,0,10,0,10,4783.375562,1362.991292,236.31,8.814363,45.041
2/12/2024 16:35,1,1,0.99,0.317,0.361,0.216,0.187,10,10,280.51,1,0.99,0,9.9,0,9.9,4793.275562,1362.991292,237.3,8.85129,45.05
2/12/2024 16:36,1,0.26,0.98,0.063,0.026,0.027,0.144,10,10,281.49,1,0.98,0,9.8,0,9.8,4803.075562,1362.991292,238.28,8.887844,45.068
